Symbol,Security Name,Date
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-05
GMOM,Cambria Global Momentum ETF,2022-12-06
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-06
GMOM,Cambria Global Momentum ETF,2022-12-07
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-07
GMOM,Cambria Global Momentum ETF,2022-12-08
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-08
GMOM,Cambria Global Momentum ETF,2022-12-09
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-09
YPS,Arrow Reverse Cap 500 ETF,2022-12-09
GMOM,Cambria Global Momentum ETF,2022-12-12
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-12
YPS,Arrow Reverse Cap 500 ETF,2022-12-12
GMOM,Cambria Global Momentum ETF,2022-12-13
HIDE,Alpha Architect High Inflation and Deflation ETF,2022-12-13
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-13
YPS,Arrow Reverse Cap 500 ETF,2022-12-13
GMOM,Cambria Global Momentum ETF,2022-12-14
HIDE,Alpha Architect High Inflation and Deflation ETF,2022-12-14
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-14
YPS,Arrow Reverse Cap 500 ETF,2022-12-14
GMOM,Cambria Global Momentum ETF,2022-12-15
HIDE,Alpha Architect High Inflation and Deflation ETF,2022-12-15
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-15
YPS,Arrow Reverse Cap 500 ETF,2022-12-15
GMOM,Cambria Global Momentum ETF,2022-12-16
HIDE,Alpha Architect High Inflation and Deflation ETF,2022-12-16
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-16
YPS,Arrow Reverse Cap 500 ETF,2022-12-16
FRDM,Freedom 100 Emerging Markets ETF,2022-12-19
GMOM,Cambria Global Momentum ETF,2022-12-19
HIDE,Alpha Architect High Inflation and Deflation ETF,2022-12-19
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-19
YPS,Arrow Reverse Cap 500 ETF,2022-12-19
FRDM,Freedom 100 Emerging Markets ETF,2022-12-20
GMOM,Cambria Global Momentum ETF,2022-12-20
HIDE,Alpha Architect High Inflation and Deflation ETF,2022-12-20
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2022-12-20
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-20
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,2022-12-20
YPS,Arrow Reverse Cap 500 ETF,2022-12-20
FRDM,Freedom 100 Emerging Markets ETF,2022-12-21
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2022-12-21
QVOY,Q3 All-Season Active Rotation ETF,2022-12-21
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-21
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,2022-12-21
YPS,Arrow Reverse Cap 500 ETF,2022-12-21
FRDM,Freedom 100 Emerging Markets ETF,2022-12-22
PBND,Invesco PureBeta US Aggregate Bond ETF,2022-12-22
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2022-12-22
PSMC,Invesco Conservative Multi-Asset Allocation ETF,2022-12-22
QVOY,Q3 All-Season Active Rotation ETF,2022-12-22
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-22
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,2022-12-22
WEED,Roundhill Cannabis ETF,2022-12-22
YPS,Arrow Reverse Cap 500 ETF,2022-12-22
FRDM,Freedom 100 Emerging Markets ETF,2022-12-23
PBND,Invesco PureBeta US Aggregate Bond ETF,2022-12-23
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2022-12-23
PSMC,Invesco Conservative Multi-Asset Allocation ETF,2022-12-23
QVOY,Q3 All-Season Active Rotation ETF,2022-12-23
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-23
SVIX,-1x Short VIX Futures ETF,2022-12-23
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,2022-12-23
WEED,Roundhill Cannabis ETF,2022-12-23
YPS,Arrow Reverse Cap 500 ETF,2022-12-23
FRDM,Freedom 100 Emerging Markets ETF,2022-12-27
PBND,Invesco PureBeta US Aggregate Bond ETF,2022-12-27
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2022-12-27
PSMC,Invesco Conservative Multi-Asset Allocation ETF,2022-12-27
QVOY,Q3 All-Season Active Rotation ETF,2022-12-27
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-27
SVIX,-1x Short VIX Futures ETF,2022-12-27
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,2022-12-27
WEED,Roundhill Cannabis ETF,2022-12-27
YPS,Arrow Reverse Cap 500 ETF,2022-12-27
FRDM,Freedom 100 Emerging Markets ETF,2022-12-28
PBND,Invesco PureBeta US Aggregate Bond ETF,2022-12-28
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2022-12-28
PSMC,Invesco Conservative Multi-Asset Allocation ETF,2022-12-28
QVOY,Q3 All-Season Active Rotation ETF,2022-12-28
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-28
SVIX,-1x Short VIX Futures ETF,2022-12-28
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,2022-12-28
WEED,Roundhill Cannabis ETF,2022-12-28
YPS,Arrow Reverse Cap 500 ETF,2022-12-28
FRDM,Freedom 100 Emerging Markets ETF,2022-12-29
PBND,Invesco PureBeta US Aggregate Bond ETF,2022-12-29
PSMC,Invesco Conservative Multi-Asset Allocation ETF,2022-12-29
QVOY,Q3 All-Season Active Rotation ETF,2022-12-29
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-29
SVIX,-1x Short VIX Futures ETF,2022-12-29
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,2022-12-29
WEED,Roundhill Cannabis ETF,2022-12-29
YPS,Arrow Reverse Cap 500 ETF,2022-12-29
FRDM,Freedom 100 Emerging Markets ETF,2022-12-30
PBND,Invesco PureBeta US Aggregate Bond ETF,2022-12-30
PSMC,Invesco Conservative Multi-Asset Allocation ETF,2022-12-30
QVOY,Q3 All-Season Active Rotation ETF,2022-12-30
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2022-12-30
SVIX,-1x Short VIX Futures ETF,2022-12-30
WEED,Roundhill Cannabis ETF,2022-12-30
YPS,Arrow Reverse Cap 500 ETF,2022-12-30
FRDM,Freedom 100 Emerging Markets ETF,2023-01-03
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-03
SVIX,-1x Short VIX Futures ETF,2023-01-03
WEED,Roundhill Cannabis ETF,2023-01-03
YPS,Arrow Reverse Cap 500 ETF,2023-01-03
FRDM,Freedom 100 Emerging Markets ETF,2023-01-04
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-04
SVIX,-1x Short VIX Futures ETF,2023-01-04
WEED,Roundhill Cannabis ETF,2023-01-04
YPS,Arrow Reverse Cap 500 ETF,2023-01-04
FRDM,Freedom 100 Emerging Markets ETF,2023-01-05
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-05
SVIX,-1x Short VIX Futures ETF,2023-01-05
WEED,Roundhill Cannabis ETF,2023-01-05
FRDM,Freedom 100 Emerging Markets ETF,2023-01-06
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-06
SVIX,-1x Short VIX Futures ETF,2023-01-06
WEED,Roundhill Cannabis ETF,2023-01-06
FRDM,Freedom 100 Emerging Markets ETF,2023-01-09
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-09
SVIX,-1x Short VIX Futures ETF,2023-01-09
WEED,Roundhill Cannabis ETF,2023-01-09
FRDM,Freedom 100 Emerging Markets ETF,2023-01-10
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-10
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-10
SVIX,-1x Short VIX Futures ETF,2023-01-10
WEED,Roundhill Cannabis ETF,2023-01-10
FRDM,Freedom 100 Emerging Markets ETF,2023-01-11
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-11
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-11
SVIX,-1x Short VIX Futures ETF,2023-01-11
WEED,Roundhill Cannabis ETF,2023-01-11
FRDM,Freedom 100 Emerging Markets ETF,2023-01-12
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-12
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-12
SVIX,-1x Short VIX Futures ETF,2023-01-12
WEED,Roundhill Cannabis ETF,2023-01-12
FRDM,Freedom 100 Emerging Markets ETF,2023-01-13
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-13
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-13
SVIX,-1x Short VIX Futures ETF,2023-01-13
WEED,Roundhill Cannabis ETF,2023-01-13
FRDM,Freedom 100 Emerging Markets ETF,2023-01-17
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-17
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-17
SVIX,-1x Short VIX Futures ETF,2023-01-17
FRDM,Freedom 100 Emerging Markets ETF,2023-01-18
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-18
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-18
SVIX,-1x Short VIX Futures ETF,2023-01-18
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-19
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-19
SVIX,-1x Short VIX Futures ETF,2023-01-19
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-20
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-20
SVIX,-1x Short VIX Futures ETF,2023-01-20
GAA,Cambria Global Asset Allocation ETF,2023-01-23
GHTA,Goose Hollow Tactical Allocation ETF,2023-01-23
IGRO,iShares International Dividend Growth ETF,2023-01-23
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-23
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-23
SVIX,-1x Short VIX Futures ETF,2023-01-23
GAA,Cambria Global Asset Allocation ETF,2023-01-24
GHTA,Goose Hollow Tactical Allocation ETF,2023-01-24
IGRO,iShares International Dividend Growth ETF,2023-01-24
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-24
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-24
SVIX,-1x Short VIX Futures ETF,2023-01-24
GAA,Cambria Global Asset Allocation ETF,2023-01-25
GHTA,Goose Hollow Tactical Allocation ETF,2023-01-25
IGRO,iShares International Dividend Growth ETF,2023-01-25
MLN,VanEck Long Muni ETF,2023-01-25
NJAN,Innovator Growth-100 Power Buffer ETF - January,2023-01-25
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-25
SVIX,-1x Short VIX Futures ETF,2023-01-25
GAA,Cambria Global Asset Allocation ETF,2023-01-26
GHTA,Goose Hollow Tactical Allocation ETF,2023-01-26
IGRO,iShares International Dividend Growth ETF,2023-01-26
MLN,VanEck Long Muni ETF,2023-01-26
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-26
SVIX,-1x Short VIX Futures ETF,2023-01-26
GAA,Cambria Global Asset Allocation ETF,2023-01-27
GHTA,Goose Hollow Tactical Allocation ETF,2023-01-27
IGRO,iShares International Dividend Growth ETF,2023-01-27
MLN,VanEck Long Muni ETF,2023-01-27
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-27
SVIX,-1x Short VIX Futures ETF,2023-01-27
GAA,Cambria Global Asset Allocation ETF,2023-01-30
GHTA,Goose Hollow Tactical Allocation ETF,2023-01-30
IGRO,iShares International Dividend Growth ETF,2023-01-30
MLN,VanEck Long Muni ETF,2023-01-30
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-30
SVIX,-1x Short VIX Futures ETF,2023-01-30
BUYW,Main BuyWrite ETF,2023-01-31
GHTA,Goose Hollow Tactical Allocation ETF,2023-01-31
IGRO,iShares International Dividend Growth ETF,2023-01-31
INTL,Main International ETF,2023-01-31
MLN,VanEck Long Muni ETF,2023-01-31
MOTI,VanEck Morningstar International Moat ETF,2023-01-31
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-01-31
SVIX,-1x Short VIX Futures ETF,2023-01-31
BUYW,Main BuyWrite ETF,2023-02-01
IGRO,iShares International Dividend Growth ETF,2023-02-01
INTL,Main International ETF,2023-02-01
MLN,VanEck Long Muni ETF,2023-02-01
MOTI,VanEck Morningstar International Moat ETF,2023-02-01
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-01
SVIX,-1x Short VIX Futures ETF,2023-02-01
BUYW,Main BuyWrite ETF,2023-02-02
IGRO,iShares International Dividend Growth ETF,2023-02-02
INTL,Main International ETF,2023-02-02
MLN,VanEck Long Muni ETF,2023-02-02
MOTI,VanEck Morningstar International Moat ETF,2023-02-02
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-02
SVIX,-1x Short VIX Futures ETF,2023-02-02
BUYW,Main BuyWrite ETF,2023-02-03
IGRO,iShares International Dividend Growth ETF,2023-02-03
INTL,Main International ETF,2023-02-03
MLN,VanEck Long Muni ETF,2023-02-03
MOTI,VanEck Morningstar International Moat ETF,2023-02-03
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-03
SVIX,-1x Short VIX Futures ETF,2023-02-03
BUYW,Main BuyWrite ETF,2023-02-06
IGRO,iShares International Dividend Growth ETF,2023-02-06
INTL,Main International ETF,2023-02-06
MLN,VanEck Long Muni ETF,2023-02-06
MOTI,VanEck Morningstar International Moat ETF,2023-02-06
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-06
SVIX,-1x Short VIX Futures ETF,2023-02-06
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-06
BUYW,Main BuyWrite ETF,2023-02-07
INTL,Main International ETF,2023-02-07
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-07
MLN,VanEck Long Muni ETF,2023-02-07
MOTI,VanEck Morningstar International Moat ETF,2023-02-07
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-07
SVIX,-1x Short VIX Futures ETF,2023-02-07
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-07
BUYW,Main BuyWrite ETF,2023-02-08
INTL,Main International ETF,2023-02-08
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-08
MLN,VanEck Long Muni ETF,2023-02-08
MOTI,VanEck Morningstar International Moat ETF,2023-02-08
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-08
SVIX,-1x Short VIX Futures ETF,2023-02-08
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-08
BUYW,Main BuyWrite ETF,2023-02-09
FLIA,Franklin International Aggregate Bond ETF,2023-02-09
INTL,Main International ETF,2023-02-09
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-09
MLN,VanEck Long Muni ETF,2023-02-09
MOTI,VanEck Morningstar International Moat ETF,2023-02-09
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-09
SVIX,-1x Short VIX Futures ETF,2023-02-09
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-09
BUYW,Main BuyWrite ETF,2023-02-10
FLIA,Franklin International Aggregate Bond ETF,2023-02-10
INTL,Main International ETF,2023-02-10
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-10
MLN,VanEck Long Muni ETF,2023-02-10
MOTI,VanEck Morningstar International Moat ETF,2023-02-10
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-10
SVIX,-1x Short VIX Futures ETF,2023-02-10
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-10
BUYW,Main BuyWrite ETF,2023-02-13
FLIA,Franklin International Aggregate Bond ETF,2023-02-13
INTL,Main International ETF,2023-02-13
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-13
MOTI,VanEck Morningstar International Moat ETF,2023-02-13
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-13
SVIX,-1x Short VIX Futures ETF,2023-02-13
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-13
BUYW,Main BuyWrite ETF,2023-02-14
FLIA,Franklin International Aggregate Bond ETF,2023-02-14
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-14
MOTI,VanEck Morningstar International Moat ETF,2023-02-14
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-14
SVIX,-1x Short VIX Futures ETF,2023-02-14
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-14
BUYW,Main BuyWrite ETF,2023-02-15
FLIA,Franklin International Aggregate Bond ETF,2023-02-15
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-15
MOTI,VanEck Morningstar International Moat ETF,2023-02-15
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-15
SVIX,-1x Short VIX Futures ETF,2023-02-15
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-15
BUFQ,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2023-02-16
BUYW,Main BuyWrite ETF,2023-02-16
FLIA,Franklin International Aggregate Bond ETF,2023-02-16
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-16
MOTI,VanEck Morningstar International Moat ETF,2023-02-16
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-16
SVIX,-1x Short VIX Futures ETF,2023-02-16
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-16
BUFQ,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2023-02-17
FLIA,Franklin International Aggregate Bond ETF,2023-02-17
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-17
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-17
SVIX,-1x Short VIX Futures ETF,2023-02-17
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-17
BUFQ,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2023-02-21
FLIA,Franklin International Aggregate Bond ETF,2023-02-21
LQDI,iShares Inflation Hedged Corporate Bond ETF,2023-02-21
MLN,VanEck Long Muni ETF,2023-02-21
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-21
SVIX,-1x Short VIX Futures ETF,2023-02-21
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-21
BUFQ,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2023-02-22
FLIA,Franklin International Aggregate Bond ETF,2023-02-22
MLN,VanEck Long Muni ETF,2023-02-22
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-22
SVIX,-1x Short VIX Futures ETF,2023-02-22
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-22
BUFQ,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2023-02-23
FLIA,Franklin International Aggregate Bond ETF,2023-02-23
MLN,VanEck Long Muni ETF,2023-02-23
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-23
SVIX,-1x Short VIX Futures ETF,2023-02-23
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-23
BUFQ,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2023-02-24
FLIA,Franklin International Aggregate Bond ETF,2023-02-24
MLN,VanEck Long Muni ETF,2023-02-24
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-24
SVIX,-1x Short VIX Futures ETF,2023-02-24
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-24
BUFQ,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2023-02-27
FLIA,Franklin International Aggregate Bond ETF,2023-02-27
MLN,VanEck Long Muni ETF,2023-02-27
MOTI,VanEck Morningstar International Moat ETF,2023-02-27
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-27
SVIX,-1x Short VIX Futures ETF,2023-02-27
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-27
XDAT,Franklin Exponential Data ETF,2023-02-27
BUFQ,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2023-02-28
FLIA,Franklin International Aggregate Bond ETF,2023-02-28
MLN,VanEck Long Muni ETF,2023-02-28
MOTI,VanEck Morningstar International Moat ETF,2023-02-28
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-02-28
SVIX,-1x Short VIX Futures ETF,2023-02-28
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-02-28
XDAT,Franklin Exponential Data ETF,2023-02-28
BUFQ,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2023-03-01
FLIA,Franklin International Aggregate Bond ETF,2023-03-01
MOTI,VanEck Morningstar International Moat ETF,2023-03-01
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-01
SVIX,-1x Short VIX Futures ETF,2023-03-01
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-01
XDAT,Franklin Exponential Data ETF,2023-03-01
FLIA,Franklin International Aggregate Bond ETF,2023-03-02
MOTI,VanEck Morningstar International Moat ETF,2023-03-02
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-02
SVIX,-1x Short VIX Futures ETF,2023-03-02
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-02
UVIX,2x Long VIX Futures ETF,2023-03-02
XDAT,Franklin Exponential Data ETF,2023-03-02
FLIA,Franklin International Aggregate Bond ETF,2023-03-03
MOTI,VanEck Morningstar International Moat ETF,2023-03-03
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-03
SVIX,-1x Short VIX Futures ETF,2023-03-03
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-03
UVIX,2x Long VIX Futures ETF,2023-03-03
XDAT,Franklin Exponential Data ETF,2023-03-03
MOTI,VanEck Morningstar International Moat ETF,2023-03-06
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-06
SVIX,-1x Short VIX Futures ETF,2023-03-06
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-06
UVIX,2x Long VIX Futures ETF,2023-03-06
XDAT,Franklin Exponential Data ETF,2023-03-06
MOTI,VanEck Morningstar International Moat ETF,2023-03-07
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-07
SVIX,-1x Short VIX Futures ETF,2023-03-07
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-07
UVIX,2x Long VIX Futures ETF,2023-03-07
MOTI,VanEck Morningstar International Moat ETF,2023-03-08
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-08
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-08
UVIX,2x Long VIX Futures ETF,2023-03-08
MOTI,VanEck Morningstar International Moat ETF,2023-03-09
MSMR,McElhenny Sheffield Managed Risk ETF,2023-03-09
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-09
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-09
UVIX,2x Long VIX Futures ETF,2023-03-09
MOTI,VanEck Morningstar International Moat ETF,2023-03-10
MSMR,McElhenny Sheffield Managed Risk ETF,2023-03-10
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-10
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-10
UVIX,2x Long VIX Futures ETF,2023-03-10
MSMR,McElhenny Sheffield Managed Risk ETF,2023-03-13
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-13
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-13
UVIX,2x Long VIX Futures ETF,2023-03-13
MSMR,McElhenny Sheffield Managed Risk ETF,2023-03-14
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-14
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-14
UVIX,2x Long VIX Futures ETF,2023-03-14
HIDE,Alpha Architect High Inflation and Deflation ETF,2023-03-15
MSMR,McElhenny Sheffield Managed Risk ETF,2023-03-15
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-15
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-15
UVIX,2x Long VIX Futures ETF,2023-03-15
HIDE,Alpha Architect High Inflation and Deflation ETF,2023-03-16
MSMR,McElhenny Sheffield Managed Risk ETF,2023-03-16
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-16
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-16
UVIX,2x Long VIX Futures ETF,2023-03-16
HIDE,Alpha Architect High Inflation and Deflation ETF,2023-03-17
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-17
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-17
UVIX,2x Long VIX Futures ETF,2023-03-17
HIDE,Alpha Architect High Inflation and Deflation ETF,2023-03-20
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-20
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-20
UVIX,2x Long VIX Futures ETF,2023-03-20
HIDE,Alpha Architect High Inflation and Deflation ETF,2023-03-21
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-21
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-21
UVIX,2x Long VIX Futures ETF,2023-03-21
UVXY,ProShares Ultra VIX Short-Term Futures ETF,2023-03-21
BGLD,FT Cboe Vest Gold Strategy Quarterly Buffer ETF,2023-03-22
HIDE,Alpha Architect High Inflation and Deflation ETF,2023-03-22
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-22
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-22
UVIX,2x Long VIX Futures ETF,2023-03-22
UVXY,ProShares Ultra VIX Short-Term Futures ETF,2023-03-22
BGLD,FT Cboe Vest Gold Strategy Quarterly Buffer ETF,2023-03-23
HIDE,Alpha Architect High Inflation and Deflation ETF,2023-03-23
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-23
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-23
UVIX,2x Long VIX Futures ETF,2023-03-23
UVXY,ProShares Ultra VIX Short-Term Futures ETF,2023-03-23
BGLD,FT Cboe Vest Gold Strategy Quarterly Buffer ETF,2023-03-24
HIDE,Alpha Architect High Inflation and Deflation ETF,2023-03-24
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-24
SVXY,ProShares Short VIX Short-Term Futures ETF,2023-03-24
UVIX,2x Long VIX Futures ETF,2023-03-24
UVXY,ProShares Ultra VIX Short-Term Futures ETF,2023-03-24
VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,2023-03-24
BGLD,FT Cboe Vest Gold Strategy Quarterly Buffer ETF,2023-03-27
HIDE,Alpha Architect High Inflation and Deflation ETF,2023-03-27
RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,2023-03-27
UVIX,2x Long VIX Futures ETF,2023-03-27
UVXY,ProShares Ultra VIX Short-Term Futures ETF,2023-03-27
VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,2023-03-27
