Symbol,Security Name,Market Category,Reg SHO Threshold Flag,Rule 3210,Filler,Date,ID
FFIE,FARADAY FUTURE INTELLIGENT ELE,S,Y,N,,20231026,20231026230007
FNGR,FINGERMOTION INC COM,S,Y,N,,20231026,20231026230007
GOEV,CANOO INC  CL A COM,S,Y,N,,20231026,20231026230007
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231026,20231026230007
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231026,20231026230007
LBBBW,LAKESHORE ACQUISITION II CORP.,G,Y,N,,20231026,20231026230007
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231026,20231026230007
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231026,20231026230007
NVAX,NOVAVAX INC COM NEW (DE),Q,Y,N,,20231026,20231026230007
OBLG,OBLONG INC COM (DE),S,Y,N,,20231026,20231026230007
ORTX,ORCHARD THERAPEUTICS PLC ADS N,S,Y,N,,20231026,20231026230007
PRZO,PARAZERO TECHNOLOGIES LTD SHS,S,Y,N,,20231026,20231026230007
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231026,20231026230007
RSLS,RESHAPE LIFESCIENCES INC NEW C,S,Y,N,,20231026,20231026230007
RUNN,STRATEGIC TRUST RUNNING OAK EF,G,Y,N,,20231026,20231026230007
SASI,SIGMA ADDITIVE SOLUTIONS INC C,S,Y,N,,20231026,20231026230007
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231026,20231026230007
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231026,20231026230007
SPRC,SCISPARC LTD COM NEW (ISR),S,Y,N,,20231026,20231026230007
SWKHL,SWK HLDGS CORP SR NT 01/31/27,G,Y,N,,20231026,20231026230007
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231026,20231026230007
WISA,WISA TECHNOLOGIES INC  COM NEW,S,Y,N,,20231026,20231026230007
ASTI,ASCENT SOLAR TECHNOLOGIES INC,S,Y,N,,20231027,20231027230007
BFRI,BIOFRONTERA INC COM NEW,S,Y,N,,20231027,20231027230007
BPTH,BIO-PATH HLDGS INC COM PAR $0.,S,Y,N,,20231027,20231027230007
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231027,20231027230007
CNGLW,CANNA-GLOBAL ACQUISITION CORP,S,Y,N,,20231027,20231027230007
CRKN,CROWN ELECTROKINETICS CORP COM,S,Y,N,,20231027,20231027230007
EMXC,ISHARES INC MSCI EMERGING MKTS,G,Y,N,,20231027,20231027230007
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231027,20231027230007
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231027,20231027230007
FFIE,FARADAY FUTURE INTELLIGENT ELE,S,Y,N,,20231027,20231027230007
FNGR,FINGERMOTION INC COM,S,Y,N,,20231027,20231027230007
GOEV,CANOO INC  CL A COM,S,Y,N,,20231027,20231027230007
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231027,20231027230007
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231027,20231027230007
LBBBW,LAKESHORE ACQUISITION II CORP.,G,Y,N,,20231027,20231027230007
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231027,20231027230007
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231027,20231027230007
NVAX,NOVAVAX INC COM NEW (DE),Q,Y,N,,20231027,20231027230007
OBLG,OBLONG INC COM (DE),S,Y,N,,20231027,20231027230007
ORTX,ORCHARD THERAPEUTICS PLC ADS N,S,Y,N,,20231027,20231027230007
PRZO,PARAZERO TECHNOLOGIES LTD SHS,S,Y,N,,20231027,20231027230007
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231027,20231027230007
RSLS,RESHAPE LIFESCIENCES INC NEW C,S,Y,N,,20231027,20231027230007
RUNN,STRATEGIC TRUST RUNNING OAK EF,G,Y,N,,20231027,20231027230007
SASI,SIGMA ADDITIVE SOLUTIONS INC C,S,Y,N,,20231027,20231027230007
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231027,20231027230007
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231027,20231027230007
SPRC,SCISPARC LTD COM NEW (ISR),S,Y,N,,20231027,20231027230007
SWKHL,SWK HLDGS CORP SR NT 01/31/27,G,Y,N,,20231027,20231027230007
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231027,20231027230007
ASTI,ASCENT SOLAR TECHNOLOGIES INC,S,Y,N,,20231030,20231030230006
BFRI,BIOFRONTERA INC COM NEW,S,Y,N,,20231030,20231030230006
BPTH,BIO-PATH HLDGS INC COM PAR $0.,S,Y,N,,20231030,20231030230006
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231030,20231030230006
EMXC,ISHARES INC MSCI EMERGING MKTS,G,Y,N,,20231030,20231030230006
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231030,20231030230006
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231030,20231030230006
FNGR,FINGERMOTION INC COM,S,Y,N,,20231030,20231030230006
GOEV,CANOO INC  CL A COM,S,Y,N,,20231030,20231030230006
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231030,20231030230006
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231030,20231030230006
LBBBW,LAKESHORE ACQUISITION II CORP.,G,Y,N,,20231030,20231030230006
MCACW,MONTEREY CAP ACQUISITION CORP,G,Y,N,,20231030,20231030230006
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231030,20231030230006
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231030,20231030230006
NVAX,NOVAVAX INC COM NEW (DE),Q,Y,N,,20231030,20231030230006
OBLG,OBLONG INC COM (DE),S,Y,N,,20231030,20231030230006
ORTX,ORCHARD THERAPEUTICS PLC ADS N,S,Y,N,,20231030,20231030230006
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231030,20231030230006
PRZO,PARAZERO TECHNOLOGIES LTD SHS,S,Y,N,,20231030,20231030230006
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231030,20231030230006
RSLS,RESHAPE LIFESCIENCES INC NEW C,S,Y,N,,20231030,20231030230006
RUNN,STRATEGIC TRUST RUNNING OAK EF,G,Y,N,,20231030,20231030230006
SASI,SIGMA ADDITIVE SOLUTIONS INC C,S,Y,N,,20231030,20231030230006
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231030,20231030230006
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231030,20231030230006
SPRC,SCISPARC LTD COM NEW (ISR),S,Y,N,,20231030,20231030230006
SWKHL,SWK HLDGS CORP SR NT 01/31/27,G,Y,N,,20231030,20231030230006
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231030,20231030230006
ASTI,ASCENT SOLAR TECHNOLOGIES INC,S,Y,N,,20231031,20231031230007
BFRI,BIOFRONTERA INC COM NEW,S,Y,N,,20231031,20231031230007
BPTH,BIO-PATH HLDGS INC COM PAR $0.,S,Y,N,,20231031,20231031230007
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231031,20231031230007
EMXC,ISHARES INC MSCI EMERGING MKTS,G,Y,N,,20231031,20231031230007
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231031,20231031230007
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231031,20231031230007
GOEV,CANOO INC  CL A COM,S,Y,N,,20231031,20231031230007
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231031,20231031230007
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231031,20231031230007
MCACW,MONTEREY CAP ACQUISITION CORP,G,Y,N,,20231031,20231031230007
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231031,20231031230007
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231031,20231031230007
NVAX,NOVAVAX INC COM NEW (DE),Q,Y,N,,20231031,20231031230007
OBLG,OBLONG INC COM (DE),S,Y,N,,20231031,20231031230007
ORTX,ORCHARD THERAPEUTICS PLC ADS N,S,Y,N,,20231031,20231031230007
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231031,20231031230007
PRZO,PARAZERO TECHNOLOGIES LTD SHS,S,Y,N,,20231031,20231031230007
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231031,20231031230007
RSLS,RESHAPE LIFESCIENCES INC NEW C,S,Y,N,,20231031,20231031230007
SASI,SIGMA ADDITIVE SOLUTIONS INC C,S,Y,N,,20231031,20231031230007
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231031,20231031230007
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231031,20231031230007
SWKHL,SWK HLDGS CORP SR NT 01/31/27,G,Y,N,,20231031,20231031230007
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231031,20231031230007
ASTI,ASCENT SOLAR TECHNOLOGIES INC,S,Y,N,,20231101,20231101230013
BFRI,BIOFRONTERA INC COM NEW,S,Y,N,,20231101,20231101230013
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231101,20231101230013
EMXC,ISHARES INC MSCI EMERGING MKTS,G,Y,N,,20231101,20231101230013
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231101,20231101230013
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231101,20231101230013
GOEV,CANOO INC  CL A COM,S,Y,N,,20231101,20231101230013
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231101,20231101230013
ICU,SEASTAR MED HLDG CORP COM,S,Y,N,,20231101,20231101230013
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231101,20231101230013
MCACW,MONTEREY CAP ACQUISITION CORP,G,Y,N,,20231101,20231101230013
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231101,20231101230013
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231101,20231101230013
NVAX,NOVAVAX INC COM NEW (DE),Q,Y,N,,20231101,20231101230013
ORTX,ORCHARD THERAPEUTICS PLC ADS N,S,Y,N,,20231101,20231101230013
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231101,20231101230013
PRZO,PARAZERO TECHNOLOGIES LTD SHS,S,Y,N,,20231101,20231101230013
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231101,20231101230013
RSLS,RESHAPE LIFESCIENCES INC NEW C,S,Y,N,,20231101,20231101230013
SASI,SIGMA ADDITIVE SOLUTIONS INC C,S,Y,N,,20231101,20231101230013
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231101,20231101230013
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231101,20231101230013
SVRE,SAVERONE 2014 LTD ADS REPSTG O,S,Y,N,,20231101,20231101230013
SWKHL,SWK HLDGS CORP SR NT 01/31/27,G,Y,N,,20231101,20231101230013
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231101,20231101230013
APLM,APOLLOMICS INC. USD CL A SHS (,S,Y,N,,20231102,20231102230007
BFRI,BIOFRONTERA INC COM NEW,S,Y,N,,20231102,20231102230007
BKYI,BIO-KEY INTL INC COM PAR $0.00,S,Y,N,,20231102,20231102230007
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231102,20231102230007
EMXC,ISHARES INC MSCI EMERGING MKTS,G,Y,N,,20231102,20231102230007
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231102,20231102230007
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231102,20231102230007
GOEV,CANOO INC  CL A COM,S,Y,N,,20231102,20231102230007
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231102,20231102230007
ICU,SEASTAR MED HLDG CORP COM,S,Y,N,,20231102,20231102230007
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231102,20231102230007
MCACW,MONTEREY CAP ACQUISITION CORP,G,Y,N,,20231102,20231102230007
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231102,20231102230007
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231102,20231102230007
NVAX,NOVAVAX INC COM NEW (DE),Q,Y,N,,20231102,20231102230007
ORTX,ORCHARD THERAPEUTICS PLC ADS N,S,Y,N,,20231102,20231102230007
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231102,20231102230007
PRZO,PARAZERO TECHNOLOGIES LTD SHS,S,Y,N,,20231102,20231102230007
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231102,20231102230007
RSLS,RESHAPE LIFESCIENCES INC NEW C,S,Y,N,,20231102,20231102230007
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231102,20231102230007
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231102,20231102230007
SVRE,SAVERONE 2014 LTD ADS REPSTG O,S,Y,N,,20231102,20231102230007
TBLTW,TOUGHBUILT INDS INC WT EXP 05/,S,Y,N,,20231102,20231102230007
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231102,20231102230007
APLM,APOLLOMICS INC. USD CL A SHS (,S,Y,N,,20231103,20231103230007
BFRI,BIOFRONTERA INC COM NEW,S,Y,N,,20231103,20231103230007
BKYI,BIO-KEY INTL INC COM PAR $0.00,S,Y,N,,20231103,20231103230007
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231103,20231103230007
DUNEW,DUNE ACQUISITION CORPWT WT EXP,S,Y,N,,20231103,20231103230007
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231103,20231103230007
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231103,20231103230007
GOEV,CANOO INC  CL A COM,S,Y,N,,20231103,20231103230007
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231103,20231103230007
ICU,SEASTAR MED HLDG CORP COM,S,Y,N,,20231103,20231103230007
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231103,20231103230007
LIFW,MSP RECOVERY INC CL A NEW (DE),G,Y,N,,20231103,20231103230007
MCACW,MONTEREY CAP ACQUISITION CORP,G,Y,N,,20231103,20231103230007
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231103,20231103230007
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231103,20231103230007
NVAX,NOVAVAX INC COM NEW (DE),Q,Y,N,,20231103,20231103230007
ORTX,ORCHARD THERAPEUTICS PLC ADS N,S,Y,N,,20231103,20231103230007
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231103,20231103230007
PRZO,PARAZERO TECHNOLOGIES LTD SHS,S,Y,N,,20231103,20231103230007
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231103,20231103230007
RSLS,RESHAPE LIFESCIENCES INC NEW C,S,Y,N,,20231103,20231103230007
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231103,20231103230007
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231103,20231103230007
SVRE,SAVERONE 2014 LTD ADS REPSTG O,S,Y,N,,20231103,20231103230007
TBLTW,TOUGHBUILT INDS INC WT EXP 05/,S,Y,N,,20231103,20231103230007
THTX,THERATECHNOLOGIES INC COM NEW,S,Y,N,,20231103,20231103230007
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231103,20231103230007
APLM,APOLLOMICS INC. USD CL A SHS (,S,Y,N,,20231106,20231106230011
BFRI,BIOFRONTERA INC COM NEW,S,Y,N,,20231106,20231106230011
BKYI,BIO-KEY INTL INC COM PAR $0.00,S,Y,N,,20231106,20231106230011
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231106,20231106230011
DUNEW,DUNE ACQUISITION CORPWT WT EXP,S,Y,N,,20231106,20231106230011
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231106,20231106230011
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231106,20231106230011
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231106,20231106230011
ICU,SEASTAR MED HLDG CORP COM,S,Y,N,,20231106,20231106230011
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231106,20231106230011
LIFW,MSP RECOVERY INC CL A NEW (DE),G,Y,N,,20231106,20231106230011
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231106,20231106230011
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231106,20231106230011
ORTX,ORCHARD THERAPEUTICS PLC ADS N,S,Y,N,,20231106,20231106230011
PLTN,PLUTONIAN ACQUISITION CORP COM,S,Y,N,,20231106,20231106230011
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231106,20231106230011
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231106,20231106230011
RSLS,RESHAPE LIFESCIENCES INC NEW C,S,Y,N,,20231106,20231106230011
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231106,20231106230011
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231106,20231106230011
SVRE,SAVERONE 2014 LTD ADS REPSTG O,S,Y,N,,20231106,20231106230011
TBLTW,TOUGHBUILT INDS INC WT EXP 05/,S,Y,N,,20231106,20231106230011
THTX,THERATECHNOLOGIES INC COM NEW,S,Y,N,,20231106,20231106230011
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231106,20231106230011
APLM,APOLLOMICS INC. USD CL A SHS (,S,Y,N,,20231107,20231107230007
BFRI,BIOFRONTERA INC COM NEW,S,Y,N,,20231107,20231107230007
BKYI,BIO-KEY INTL INC COM PAR $0.00,S,Y,N,,20231107,20231107230007
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231107,20231107230007
DUNEW,DUNE ACQUISITION CORPWT WT EXP,S,Y,N,,20231107,20231107230007
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231107,20231107230007
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231107,20231107230007
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231107,20231107230007
ICU,SEASTAR MED HLDG CORP COM,S,Y,N,,20231107,20231107230007
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231107,20231107230007
LIFW,MSP RECOVERY INC CL A NEW (DE),G,Y,N,,20231107,20231107230007
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231107,20231107230007
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231107,20231107230007
ORTX,ORCHARD THERAPEUTICS PLC ADS N,S,Y,N,,20231107,20231107230007
PLTN,PLUTONIAN ACQUISITION CORP COM,S,Y,N,,20231107,20231107230007
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231107,20231107230007
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231107,20231107230007
RSLS,RESHAPE LIFESCIENCES INC NEW C,S,Y,N,,20231107,20231107230007
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231107,20231107230007
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231107,20231107230007
SVRE,SAVERONE 2014 LTD ADS REPSTG O,S,Y,N,,20231107,20231107230007
TBLTW,TOUGHBUILT INDS INC WT EXP 05/,S,Y,N,,20231107,20231107230007
THTX,THERATECHNOLOGIES INC COM NEW,S,Y,N,,20231107,20231107230007
VSACW,VISION SENSING ACQUISITION COR,G,Y,N,,20231107,20231107230007
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231107,20231107230007
APLM,APOLLOMICS INC. USD CL A SHS (,S,Y,N,,20231108,20231108230007
BKYI,BIO-KEY INTL INC COM PAR $0.00,S,Y,N,,20231108,20231108230007
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231108,20231108230007
CDIO,CARDIO DIAGNOSTICS HLDGS INC C,S,Y,N,,20231108,20231108230007
DUNEW,DUNE ACQUISITION CORPWT WT EXP,S,Y,N,,20231108,20231108230007
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231108,20231108230007
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231108,20231108230007
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231108,20231108230007
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231108,20231108230007
LIFW,MSP RECOVERY INC CL A NEW (DE),G,Y,N,,20231108,20231108230007
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231108,20231108230007
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231108,20231108230007
PIXY,SHIFTPIXY INC COM PAR NEW (WY),S,Y,N,,20231108,20231108230007
PLTN,PLUTONIAN ACQUISITION CORP COM,S,Y,N,,20231108,20231108230007
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231108,20231108230007
RNAZ,TRANSCODE THERAPEUTICS INC COM,S,Y,N,,20231108,20231108230007
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231108,20231108230007
SECO,SECOO HLDG LTD SPONSORED ADR N,S,Y,N,,20231108,20231108230007
SVRE,SAVERONE 2014 LTD ADS REPSTG O,S,Y,N,,20231108,20231108230007
TBLTW,TOUGHBUILT INDS INC WT EXP 05/,S,Y,N,,20231108,20231108230007
THTX,THERATECHNOLOGIES INC COM NEW,S,Y,N,,20231108,20231108230007
VSACW,VISION SENSING ACQUISITION COR,G,Y,N,,20231108,20231108230007
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231108,20231108230007
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231109,20231109230008
CDIO,CARDIO DIAGNOSTICS HLDGS INC C,S,Y,N,,20231109,20231109230008
DUNEW,DUNE ACQUISITION CORPWT WT EXP,S,Y,N,,20231109,20231109230008
EJH,E-HOME HOUSEHOLD SVC HLDGS LTD,S,Y,N,,20231109,20231109230008
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231109,20231109230008
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231109,20231109230008
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231109,20231109230008
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231109,20231109230008
LIFW,MSP RECOVERY INC CL A NEW (DE),G,Y,N,,20231109,20231109230008
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231109,20231109230008
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231109,20231109230008
PIXY,SHIFTPIXY INC COM PAR NEW (WY),S,Y,N,,20231109,20231109230008
PLTN,PLUTONIAN ACQUISITION CORP COM,S,Y,N,,20231109,20231109230008
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231109,20231109230008
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231109,20231109230008
SGIIW,SEAPORT GLOBAL ACQ.II CORP WT,G,Y,N,,20231109,20231109230008
SVRE,SAVERONE 2014 LTD ADS REPSTG O,S,Y,N,,20231109,20231109230008
TGVCW,TG VENTURE ACQ.CORP WT EXP (DE,G,Y,N,,20231109,20231109230008
THTX,THERATECHNOLOGIES INC COM NEW,S,Y,N,,20231109,20231109230008
VSACW,VISION SENSING ACQUISITION COR,G,Y,N,,20231109,20231109230008
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231109,20231109230008
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231110,20231110230013
CDIO,CARDIO DIAGNOSTICS HLDGS INC C,S,Y,N,,20231110,20231110230013
DUNEW,DUNE ACQUISITION CORPWT WT EXP,S,Y,N,,20231110,20231110230013
EJH,E-HOME HOUSEHOLD SVC HLDGS LTD,S,Y,N,,20231110,20231110230013
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231110,20231110230013
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231110,20231110230013
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231110,20231110230013
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231110,20231110230013
LIFW,MSP RECOVERY INC CL A NEW (DE),G,Y,N,,20231110,20231110230013
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231110,20231110230013
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231110,20231110230013
PIXY,SHIFTPIXY INC COM PAR NEW (WY),S,Y,N,,20231110,20231110230013
PLTN,PLUTONIAN ACQUISITION CORP COM,S,Y,N,,20231110,20231110230013
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231110,20231110230013
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231110,20231110230013
SGIIW,SEAPORT GLOBAL ACQ.II CORP WT,G,Y,N,,20231110,20231110230013
SVRE,SAVERONE 2014 LTD ADS REPSTG O,S,Y,N,,20231110,20231110230013
TGVCW,TG VENTURE ACQ.CORP WT EXP (DE,G,Y,N,,20231110,20231110230013
THTX,THERATECHNOLOGIES INC COM NEW,S,Y,N,,20231110,20231110230013
VSACW,VISION SENSING ACQUISITION COR,G,Y,N,,20231110,20231110230013
WHLR,WHEELER REAL ESTATE INVT TR IN,S,Y,N,,20231110,20231110230013
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20231113,20231113230014
CAUD,COLLECTIVE AUDIENCE INC COM (D,G,Y,N,,20231113,20231113230014
CDIO,CARDIO DIAGNOSTICS HLDGS INC C,S,Y,N,,20231113,20231113230014
DUNEW,DUNE ACQUISITION CORPWT WT EXP,S,Y,N,,20231113,20231113230014
EJH,E-HOME HOUSEHOLD SVC HLDGS LTD,S,Y,N,,20231113,20231113230014
EVLO,EVELO BIOSCIENCES INC COM NEW,Q,Y,N,,20231113,20231113230014
FDIV,EA SER TR MARKETDESK FOCUSED U,G,Y,N,,20231113,20231113230014
GPAK,GAMER PAKISTAN INC COM STK,S,Y,N,,20231113,20231113230014
JGGC,JAGUAR GLOBAL GROWTH CORP I OR,G,Y,N,,20231113,20231113230014
LIFW,MSP RECOVERY INC CL A NEW (DE),G,Y,N,,20231113,20231113230014
LIXT,LIXTE BIOTECHNOLOGY HLDGS INC,S,Y,N,,20231113,20231113230014
MNTS,MOMENTUS INC CL A NEW,Q,Y,N,,20231113,20231113230014
NUWE,NUWELLIS INC COM NEW(DE),S,Y,N,,20231113,20231113230014
OTLY,OATLY GROUP AB SPONSORED ADS (,Q,Y,N,,20231113,20231113230014
PIXY,SHIFTPIXY INC COM PAR NEW (WY),S,Y,N,,20231113,20231113230014
PLTN,PLUTONIAN ACQUISITION CORP COM,S,Y,N,,20231113,20231113230014
PPHPW,PHP VENTURES ACQUISITION CORP,S,Y,N,,20231113,20231113230014
SAVA,CASSAVA SCIENCES INC COM (DE),S,Y,N,,20231113,20231113230014
SGIIW,SEAPORT GLOBAL ACQ.II CORP WT,G,Y,N,,20231113,20231113230014
SVRE,SAVERONE 2014 LTD ADS REPSTG O,S,Y,N,,20231113,20231113230014
TGVCW,TG VENTURE ACQ.CORP WT EXP (DE,G,Y,N,,20231113,20231113230014
THTX,THERATECHNOLOGIES INC COM NEW,S,Y,N,,20231113,20231113230014
TNON,TENON MED INC COM NEW,S,Y,N,,20231113,20231113230014
VSACW,VISION SENSING ACQUISITION COR,G,Y,N,,20231113,20231113230014
