id,effectiveDate,cusip,symbol,description,market,listSource,publicationDate
224624,2021-05-25,46137V696,PBS,Invesco Dynamic Media ETF,NYSE Arca,FINRA,2021-05-25
224626,2021-05-25,75903M309,RHE,"Regional Health Properties, Inc.",NYSE American,FINRA,2021-05-25
224628,2021-05-25,74348A814,RINF,ProShares Inflation Expectations ETF,NYSE Arca,FINRA,2021-05-25
224630,2021-05-25,74933X203,RMED,"Ra Medical Systems, Inc",NYSE American,FINRA,2021-05-25
224632,2021-05-25,74347W668,SCO,ProShares UltraShort Bloomberg Crude Oil,NYSE Arca,FINRA,2021-05-25
224634,2021-05-25,74347G614,SMN,ProShares UltraShort Basic Materials,NYSE Arca,FINRA,2021-05-25
224636,2021-05-25,25460G690,SOXS,Direxion Daily Semiconductor Bear 3X Shares,NYSE Arca,FINRA,2021-05-25
224638,2021-05-25,86737U102,SSY,"SunLink Health Systems, Inc",NYSE American,FINRA,2021-05-25
224640,2021-05-25,82889N863,SVOL,Simplify Volatility Premium ETF,NYSE Arca,FINRA,2021-05-25
224642,2021-05-25,25459W540,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-05-25
224644,2021-05-25,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-05-25
224646,2021-05-25,74347G689,TWM,ProShares UltraShort Russell2000,NYSE Arca,FINRA,2021-05-25
224648,2021-05-25,301505715,URNM,NorthShore Global Uranium Mining ETF,NYSE Arca,FINRA,2021-05-25
224650,2021-05-25,91823B109,UWMC,UWM Holdings Corporation,NYSE,FINRA,2021-05-25
224652,2021-05-25,26922A297,VEGN,US Vegan Climate ETF,NYSE Arca,FINRA,2021-05-25
224654,2021-05-25,886364736,WKLY,SoFi Weekly Dividend ETF,NYSE Arca,FINRA,2021-05-25
224656,2021-05-26,015564206,ATFV,Alger 35 ETF,NYSE Arca,FINRA,2021-05-26
224658,2021-05-26,09088U109,BGI,Birks Group Inc,NYSE American,FINRA,2021-05-26
224660,2021-05-26,301505624,BITQ,Bitwise Crypto Industry Innovators ETF,NYSE Arca,FINRA,2021-05-26
224662,2021-05-26,74347Y870,BOIL,ProShares Ultra Bloomberg Natural Gas,NYSE Arca,FINRA,2021-05-26
224664,2021-05-26,25460G658,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,NYSE Arca,FINRA,2021-05-26
224666,2021-05-26,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2021-05-26
224668,2021-05-26,25460E240,FAZ,Direxion Daily Financial Bear 3x Shares,NYSE Arca,FINRA,2021-05-26
224670,2021-05-26,26923N306,FORH,Formidable ETF,NYSE Arca,FINRA,2021-05-26
224672,2021-05-26,063679658,GDXU,MicroSectors Gold Miners 3x Leveraged ETN,NYSE Arca,FINRA,2021-05-26
224674,2021-05-26,457919108,IHT,InnSuites Hospitality Trust,NYSE American,FINRA,2021-05-26
224676,2021-05-26,G8252P105,IPOE,Social Capital Hedosophia Holdings Corp. V,NYSE,FINRA,2021-05-26
224678,2021-05-26,90278V404,IWML,ETRACS 2x Leveraged US Size Factor TR ETN,NYSE Arca,FINRA,2021-05-26
224680,2021-05-26,500767678,KRBN,KraneShares Global Carbon ETF,NYSE Arca,FINRA,2021-05-26
224682,2021-05-26,25460G716,LABD,Direxion Daily S&P Biotech Bear 3X Shares,NYSE Arca,FINRA,2021-05-26
224684,2021-05-26,53946R106,LDI,"loanDepot, Inc.",NYSE,FINRA,2021-05-26
224686,2021-05-26,26924G755,MJUS,ETFMG U.S. Alternative Harvest ETF,NYSE Arca,FINRA,2021-05-26
224688,2021-05-26,33740F789,MMLG,First Trust Multi-Manager Large Growth ETF,NYSE Arca,FINRA,2021-05-26
224690,2021-05-26,30151E665,OPPX,Corbett Road Tactical Opportunity ETF,NYSE Arca,FINRA,2021-05-26
224692,2021-05-26,46137V696,PBS,Invesco Dynamic Media ETF,NYSE Arca,FINRA,2021-05-26
224694,2021-05-26,75903M309,RHE,"Regional Health Properties, Inc.",NYSE American,FINRA,2021-05-26
224696,2021-05-26,74348A814,RINF,ProShares Inflation Expectations ETF,NYSE Arca,FINRA,2021-05-26
224698,2021-05-26,74933X203,RMED,"Ra Medical Systems, Inc",NYSE American,FINRA,2021-05-26
224700,2021-05-26,74347W668,SCO,ProShares UltraShort Bloomberg Crude Oil,NYSE Arca,FINRA,2021-05-26
224702,2021-05-26,74347G614,SMN,ProShares UltraShort Basic Materials,NYSE Arca,FINRA,2021-05-26
224704,2021-05-26,25460G690,SOXS,Direxion Daily Semiconductor Bear 3X Shares,NYSE Arca,FINRA,2021-05-26
224706,2021-05-26,82889N863,SVOL,Simplify Volatility Premium ETF,NYSE Arca,FINRA,2021-05-26
224708,2021-05-26,25459W540,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-05-26
224710,2021-05-26,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-05-26
224712,2021-05-26,74347G689,TWM,ProShares UltraShort Russell2000,NYSE Arca,FINRA,2021-05-26
224714,2021-05-26,91823B109,UWMC,UWM Holdings Corporation,NYSE,FINRA,2021-05-26
224716,2021-05-26,26922A297,VEGN,US Vegan Climate ETF,NYSE Arca,FINRA,2021-05-26
224718,2021-05-26,886364736,WKLY,SoFi Weekly Dividend ETF,NYSE Arca,FINRA,2021-05-26
224720,2021-05-26,78464A714,XRT,SPDR S&P Retail ETF,NYSE Arca,FINRA,2021-05-26
224722,2021-05-27,015564206,ATFV,Alger 35 ETF,NYSE Arca,FINRA,2021-05-27
224724,2021-05-27,09088U109,BGI,Birks Group Inc,NYSE American,FINRA,2021-05-27
224726,2021-05-27,301505624,BITQ,Bitwise Crypto Industry Innovators ETF,NYSE Arca,FINRA,2021-05-27
224728,2021-05-27,74347Y870,BOIL,ProShares Ultra Bloomberg Natural Gas,NYSE Arca,FINRA,2021-05-27
224730,2021-05-27,25460G658,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,NYSE Arca,FINRA,2021-05-27
224732,2021-05-27,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2021-05-27
224734,2021-05-27,25460E240,FAZ,Direxion Daily Financial Bear 3x Shares,NYSE Arca,FINRA,2021-05-27
224736,2021-05-27,26923N306,FORH,Formidable ETF,NYSE Arca,FINRA,2021-05-27
224738,2021-05-27,063679658,GDXU,MicroSectors Gold Miners 3x Leveraged ETN,NYSE Arca,FINRA,2021-05-27
224740,2021-05-27,457919108,IHT,InnSuites Hospitality Trust,NYSE American,FINRA,2021-05-27
224742,2021-05-27,G8252P105,IPOE,Social Capital Hedosophia Holdings Corp. V,NYSE,FINRA,2021-05-27
224744,2021-05-27,90278V404,IWML,ETRACS 2x Leveraged US Size Factor TR ETN,NYSE Arca,FINRA,2021-05-27
224746,2021-05-27,25460G716,LABD,Direxion Daily S&P Biotech Bear 3X Shares,NYSE Arca,FINRA,2021-05-27
224748,2021-05-27,53946R106,LDI,"loanDepot, Inc.",NYSE,FINRA,2021-05-27
224750,2021-05-27,26924G755,MJUS,ETFMG U.S. Alternative Harvest ETF,NYSE Arca,FINRA,2021-05-27
224752,2021-05-27,33740F789,MMLG,First Trust Multi-Manager Large Growth ETF,NYSE Arca,FINRA,2021-05-27
224754,2021-05-27,30151E665,OPPX,Corbett Road Tactical Opportunity ETF,NYSE Arca,FINRA,2021-05-27
224756,2021-05-27,46137V696,PBS,Invesco Dynamic Media ETF,NYSE Arca,FINRA,2021-05-27
224758,2021-05-27,75903M309,RHE,"Regional Health Properties, Inc.",NYSE American,FINRA,2021-05-27
224760,2021-05-27,74348A814,RINF,ProShares Inflation Expectations ETF,NYSE Arca,FINRA,2021-05-27
224762,2021-05-27,74933X203,RMED,"Ra Medical Systems, Inc",NYSE American,FINRA,2021-05-27
224764,2021-05-27,74347W668,SCO,ProShares UltraShort Bloomberg Crude Oil,NYSE Arca,FINRA,2021-05-27
224766,2021-05-27,74347G614,SMN,ProShares UltraShort Basic Materials,NYSE Arca,FINRA,2021-05-27
224768,2021-05-27,25460G690,SOXS,Direxion Daily Semiconductor Bear 3X Shares,NYSE Arca,FINRA,2021-05-27
224770,2021-05-27,82889N863,SVOL,Simplify Volatility Premium ETF,NYSE Arca,FINRA,2021-05-27
224772,2021-05-27,25459W540,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-05-27
224774,2021-05-27,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-05-27
224776,2021-05-27,74347G689,TWM,ProShares UltraShort Russell2000,NYSE Arca,FINRA,2021-05-27
224778,2021-05-27,91823B109,UWMC,UWM Holdings Corporation,NYSE,FINRA,2021-05-27
224780,2021-05-27,26922A297,VEGN,US Vegan Climate ETF,NYSE Arca,FINRA,2021-05-27
224782,2021-05-27,886364736,WKLY,SoFi Weekly Dividend ETF,NYSE Arca,FINRA,2021-05-27
224784,2021-05-27,78464A714,XRT,SPDR S&P Retail ETF,NYSE Arca,FINRA,2021-05-27
224786,2021-05-28,015564206,ATFV,Alger 35 ETF,NYSE Arca,FINRA,2021-05-28
224788,2021-05-28,09088U109,BGI,Birks Group Inc,NYSE American,FINRA,2021-05-28
224790,2021-05-28,301505624,BITQ,Bitwise Crypto Industry Innovators ETF,NYSE Arca,FINRA,2021-05-28
224792,2021-05-28,74347Y870,BOIL,ProShares Ultra Bloomberg Natural Gas,NYSE Arca,FINRA,2021-05-28
224794,2021-05-28,25460G658,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,NYSE Arca,FINRA,2021-05-28
224796,2021-05-28,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2021-05-28
224798,2021-05-28,464286707,EWQ,iShares MSCI France ETF,NYSE Arca,FINRA,2021-05-28
224800,2021-05-28,25460E240,FAZ,Direxion Daily Financial Bear 3x Shares,NYSE Arca,FINRA,2021-05-28
224802,2021-05-28,26923N306,FORH,Formidable ETF,NYSE Arca,FINRA,2021-05-28
224804,2021-05-28,063679658,GDXU,MicroSectors Gold Miners 3x Leveraged ETN,NYSE Arca,FINRA,2021-05-28
224806,2021-05-28,457919108,IHT,InnSuites Hospitality Trust,NYSE American,FINRA,2021-05-28
224808,2021-05-28,G8252P105,IPOE,Social Capital Hedosophia Holdings Corp. V,NYSE,FINRA,2021-05-28
224810,2021-05-28,25460G716,LABD,Direxion Daily S&P Biotech Bear 3X Shares,NYSE Arca,FINRA,2021-05-28
224812,2021-05-28,53946R106,LDI,"loanDepot, Inc.",NYSE,FINRA,2021-05-28
224814,2021-05-28,26924G755,MJUS,ETFMG U.S. Alternative Harvest ETF,NYSE Arca,FINRA,2021-05-28
224816,2021-05-28,33740F789,MMLG,First Trust Multi-Manager Large Growth ETF,NYSE Arca,FINRA,2021-05-28
224818,2021-05-28,30151E665,OPPX,Corbett Road Tactical Opportunity ETF,NYSE Arca,FINRA,2021-05-28
224820,2021-05-28,46137V696,PBS,Invesco Dynamic Media ETF,NYSE Arca,FINRA,2021-05-28
224822,2021-05-28,74767V109,QS,QuantumScape Corporation,NYSE,FINRA,2021-05-28
224824,2021-05-28,75903M309,RHE,"Regional Health Properties, Inc.",NYSE American,FINRA,2021-05-28
224826,2021-05-28,74348A814,RINF,ProShares Inflation Expectations ETF,NYSE Arca,FINRA,2021-05-28
224828,2021-05-28,74933X203,RMED,"Ra Medical Systems, Inc",NYSE American,FINRA,2021-05-28
224830,2021-05-28,74347G614,SMN,ProShares UltraShort Basic Materials,NYSE Arca,FINRA,2021-05-28
224832,2021-05-28,25460G690,SOXS,Direxion Daily Semiconductor Bear 3X Shares,NYSE Arca,FINRA,2021-05-28
224834,2021-05-28,82889N863,SVOL,Simplify Volatility Premium ETF,NYSE Arca,FINRA,2021-05-28
224836,2021-05-28,25459W540,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-05-28
224838,2021-05-28,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-05-28
224840,2021-05-28,74347G689,TWM,ProShares UltraShort Russell2000,NYSE Arca,FINRA,2021-05-28
224842,2021-05-28,91823B109,UWMC,UWM Holdings Corporation,NYSE,FINRA,2021-05-28
224844,2021-05-28,26922A297,VEGN,US Vegan Climate ETF,NYSE Arca,FINRA,2021-05-28
224846,2021-05-28,886364736,WKLY,SoFi Weekly Dividend ETF,NYSE Arca,FINRA,2021-05-28
224848,2021-05-28,78464A714,XRT,SPDR S&P Retail ETF,NYSE Arca,FINRA,2021-05-28
224862,2021-06-01,09088U109,BGI,Birks Group Inc,NYSE American,FINRA,2021-06-01
224864,2021-06-01,301505624,BITQ,Bitwise Crypto Industry Innovators ETF,NYSE Arca,FINRA,2021-06-01
224866,2021-06-01,25460G658,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,NYSE Arca,FINRA,2021-06-01
224868,2021-06-01,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2021-06-01
224870,2021-06-01,464286707,EWQ,iShares MSCI France ETF,NYSE Arca,FINRA,2021-06-01
224872,2021-06-01,25460E240,FAZ,Direxion Daily Financial Bear 3x Shares,NYSE Arca,FINRA,2021-06-01
224874,2021-06-01,26923N306,FORH,Formidable ETF,NYSE Arca,FINRA,2021-06-01
224876,2021-06-01,063679658,GDXU,MicroSectors Gold Miners 3x Leveraged ETN,NYSE Arca,FINRA,2021-06-01
224878,2021-06-01,26922B600,HDRO,Defiance Next Gen H2 ETF,NYSE Arca,FINRA,2021-06-01
224880,2021-06-01,457919108,IHT,InnSuites Hospitality Trust,NYSE American,FINRA,2021-06-01
224882,2021-06-01,25460G716,LABD,Direxion Daily S&P Biotech Bear 3X Shares,NYSE Arca,FINRA,2021-06-01
224884,2021-06-01,53946R106,LDI,"loanDepot, Inc.",NYSE,FINRA,2021-06-01
224886,2021-06-01,52736R102,LEVI,Levi Strauss & Co. Class A Common Stock,NYSE,FINRA,2021-06-01
224888,2021-06-01,26924G755,MJUS,ETFMG U.S. Alternative Harvest ETF,NYSE Arca,FINRA,2021-06-01
224890,2021-06-01,33740F789,MMLG,First Trust Multi-Manager Large Growth ETF,NYSE Arca,FINRA,2021-06-01
224892,2021-06-01,30151E665,OPPX,Corbett Road Tactical Opportunity ETF,NYSE Arca,FINRA,2021-06-01
224894,2021-06-01,46137V696,PBS,Invesco Dynamic Media ETF,NYSE Arca,FINRA,2021-06-01
224896,2021-06-01,74767V109,QS,QuantumScape Corporation,NYSE,FINRA,2021-06-01
224898,2021-06-01,75903M309,RHE,"Regional Health Properties, Inc.",NYSE American,FINRA,2021-06-01
224900,2021-06-01,74348A814,RINF,ProShares Inflation Expectations ETF,NYSE Arca,FINRA,2021-06-01
224902,2021-06-01,74933X203,RMED,"Ra Medical Systems, Inc",NYSE American,FINRA,2021-06-01
224904,2021-06-01,74347G614,SMN,ProShares UltraShort Basic Materials,NYSE Arca,FINRA,2021-06-01
224906,2021-06-01,25460G690,SOXS,Direxion Daily Semiconductor Bear 3X Shares,NYSE Arca,FINRA,2021-06-01
224908,2021-06-01,25459W540,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-06-01
224910,2021-06-01,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-06-01
224912,2021-06-01,74347G689,TWM,ProShares UltraShort Russell2000,NYSE Arca,FINRA,2021-06-01
224914,2021-06-01,91823B109,UWMC,UWM Holdings Corporation,NYSE,FINRA,2021-06-01
224916,2021-06-01,26922A297,VEGN,US Vegan Climate ETF,NYSE Arca,FINRA,2021-06-01
224918,2021-06-01,93964W405,WPG,Washington Prime Group Inc.,NYSE,FINRA,2021-06-01
224920,2021-06-01,78464A714,XRT,SPDR S&P Retail ETF,NYSE Arca,FINRA,2021-06-01
224922,2021-06-02,09088U109,BGI,Birks Group Inc,NYSE American,FINRA,2021-06-02
224924,2021-06-02,301505624,BITQ,Bitwise Crypto Industry Innovators ETF,NYSE Arca,FINRA,2021-06-02
224926,2021-06-02,25460G658,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,NYSE Arca,FINRA,2021-06-02
224928,2021-06-02,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2021-06-02
224930,2021-06-02,464286707,EWQ,iShares MSCI France ETF,NYSE Arca,FINRA,2021-06-02
224932,2021-06-02,25460E240,FAZ,Direxion Daily Financial Bear 3x Shares,NYSE Arca,FINRA,2021-06-02
224934,2021-06-02,26923N306,FORH,Formidable ETF,NYSE Arca,FINRA,2021-06-02
224936,2021-06-02,063679658,GDXU,MicroSectors Gold Miners 3x Leveraged ETN,NYSE Arca,FINRA,2021-06-02
224938,2021-06-02,26922B600,HDRO,Defiance Next Gen H2 ETF,NYSE Arca,FINRA,2021-06-02
224940,2021-06-02,457919108,IHT,InnSuites Hospitality Trust,NYSE American,FINRA,2021-06-02
224942,2021-06-02,25460G716,LABD,Direxion Daily S&P Biotech Bear 3X Shares,NYSE Arca,FINRA,2021-06-02
224944,2021-06-02,53946R106,LDI,"loanDepot, Inc.",NYSE,FINRA,2021-06-02
224946,2021-06-02,52736R102,LEVI,Levi Strauss & Co. Class A Common Stock,NYSE,FINRA,2021-06-02
224948,2021-06-02,26924G755,MJUS,ETFMG U.S. Alternative Harvest ETF,NYSE Arca,FINRA,2021-06-02
224950,2021-06-02,33740F789,MMLG,First Trust Multi-Manager Large Growth ETF,NYSE Arca,FINRA,2021-06-02
224952,2021-06-02,30151E665,OPPX,Corbett Road Tactical Opportunity ETF,NYSE Arca,FINRA,2021-06-02
224954,2021-06-02,46137V696,PBS,Invesco Dynamic Media ETF,NYSE Arca,FINRA,2021-06-02
224956,2021-06-02,74767V109,QS,QuantumScape Corporation,NYSE,FINRA,2021-06-02
224958,2021-06-02,75903M309,RHE,"Regional Health Properties, Inc.",NYSE American,FINRA,2021-06-02
224960,2021-06-02,74348A814,RINF,ProShares Inflation Expectations ETF,NYSE Arca,FINRA,2021-06-02
224962,2021-06-02,74933X203,RMED,"Ra Medical Systems, Inc",NYSE American,FINRA,2021-06-02
224964,2021-06-02,25460G690,SOXS,Direxion Daily Semiconductor Bear 3X Shares,NYSE Arca,FINRA,2021-06-02
224966,2021-06-02,25459W540,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-06-02
224968,2021-06-02,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-06-02
224970,2021-06-02,74347G887,TTT,ProShares UltraPro Short 20+ Year Treasury,NYSE Arca,FINRA,2021-06-02
224972,2021-06-02,74347G689,TWM,ProShares UltraShort Russell2000,NYSE Arca,FINRA,2021-06-02
224974,2021-06-02,91823B109,UWMC,UWM Holdings Corporation,NYSE,FINRA,2021-06-02
224976,2021-06-02,26922A297,VEGN,US Vegan Climate ETF,NYSE Arca,FINRA,2021-06-02
224978,2021-06-02,93964W405,WPG,Washington Prime Group Inc.,NYSE,FINRA,2021-06-02
224980,2021-06-02,78464A714,XRT,SPDR S&P Retail ETF,NYSE Arca,FINRA,2021-06-02
224982,2021-06-03,09088U109,BGI,Birks Group Inc,NYSE American,FINRA,2021-06-03
224984,2021-06-03,301505624,BITQ,Bitwise Crypto Industry Innovators ETF,NYSE Arca,FINRA,2021-06-03
224986,2021-06-03,97717W877,DEW,WisdomTree Global High Dividend Fund,NYSE Arca,FINRA,2021-06-03
224988,2021-06-03,25460G658,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,NYSE Arca,FINRA,2021-06-03
224990,2021-06-03,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2021-06-03
224992,2021-06-03,464286707,EWQ,iShares MSCI France ETF,NYSE Arca,FINRA,2021-06-03
224994,2021-06-03,25460E240,FAZ,Direxion Daily Financial Bear 3x Shares,NYSE Arca,FINRA,2021-06-03
224996,2021-06-03,26923N306,FORH,Formidable ETF,NYSE Arca,FINRA,2021-06-03
224998,2021-06-03,063679658,GDXU,MicroSectors Gold Miners 3x Leveraged ETN,NYSE Arca,FINRA,2021-06-03
225000,2021-06-03,26922B600,HDRO,Defiance Next Gen H2 ETF,NYSE Arca,FINRA,2021-06-03
225002,2021-06-03,457919108,IHT,InnSuites Hospitality Trust,NYSE American,FINRA,2021-06-03
225004,2021-06-03,25460G716,LABD,Direxion Daily S&P Biotech Bear 3X Shares,NYSE Arca,FINRA,2021-06-03
225006,2021-06-03,53946R106,LDI,"loanDepot, Inc.",NYSE,FINRA,2021-06-03
225008,2021-06-03,52736R102,LEVI,Levi Strauss & Co. Class A Common Stock,NYSE,FINRA,2021-06-03
225010,2021-06-03,26924G755,MJUS,ETFMG U.S. Alternative Harvest ETF,NYSE Arca,FINRA,2021-06-03
225012,2021-06-03,33740F789,MMLG,First Trust Multi-Manager Large Growth ETF,NYSE Arca,FINRA,2021-06-03
225014,2021-06-03,30151E665,OPPX,Corbett Road Tactical Opportunity ETF,NYSE Arca,FINRA,2021-06-03
225016,2021-06-03,46137V696,PBS,Invesco Dynamic Media ETF,NYSE Arca,FINRA,2021-06-03
225018,2021-06-03,74767V109,QS,QuantumScape Corporation,NYSE,FINRA,2021-06-03
225020,2021-06-03,75903M309,RHE,"Regional Health Properties, Inc.",NYSE American,FINRA,2021-06-03
225022,2021-06-03,74348A814,RINF,ProShares Inflation Expectations ETF,NYSE Arca,FINRA,2021-06-03
225024,2021-06-03,74933X203,RMED,"Ra Medical Systems, Inc",NYSE American,FINRA,2021-06-03
225026,2021-06-03,808524672,SCHY,Schwab International Dividend Equity ETF,NYSE Arca,FINRA,2021-06-03
225028,2021-06-03,25460G690,SOXS,Direxion Daily Semiconductor Bear 3X Shares,NYSE Arca,FINRA,2021-06-03
225030,2021-06-03,25459W540,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-06-03
225032,2021-06-03,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-06-03
225034,2021-06-03,74347G887,TTT,ProShares UltraPro Short 20+ Year Treasury,NYSE Arca,FINRA,2021-06-03
225036,2021-06-03,74347G689,TWM,ProShares UltraShort Russell2000,NYSE Arca,FINRA,2021-06-03
225038,2021-06-03,91823B109,UWMC,UWM Holdings Corporation,NYSE,FINRA,2021-06-03
225040,2021-06-03,26922A297,VEGN,US Vegan Climate ETF,NYSE Arca,FINRA,2021-06-03
225042,2021-06-03,93964W405,WPG,Washington Prime Group Inc.,NYSE,FINRA,2021-06-03
225044,2021-06-03,78464A714,XRT,SPDR S&P Retail ETF,NYSE Arca,FINRA,2021-06-03
225046,2021-06-04,09088U109,BGI,Birks Group Inc,NYSE American,FINRA,2021-06-04
225048,2021-06-04,301505624,BITQ,Bitwise Crypto Industry Innovators ETF,NYSE Arca,FINRA,2021-06-04
225050,2021-06-04,97717W877,DEW,WisdomTree Global High Dividend Fund,NYSE Arca,FINRA,2021-06-04
225052,2021-06-04,25460G658,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,NYSE Arca,FINRA,2021-06-04
225054,2021-06-04,09290C103,DYNF,BlackRock U.S. Equity Factor Rotation ETF,NYSE Arca,FINRA,2021-06-04
225056,2021-06-04,464286707,EWQ,iShares MSCI France ETF,NYSE Arca,FINRA,2021-06-04
225058,2021-06-04,25460E240,FAZ,Direxion Daily Financial Bear 3x Shares,NYSE Arca,FINRA,2021-06-04
225060,2021-06-04,26923N306,FORH,Formidable ETF,NYSE Arca,FINRA,2021-06-04
225062,2021-06-04,063679658,GDXU,MicroSectors Gold Miners 3x Leveraged ETN,NYSE Arca,FINRA,2021-06-04
225064,2021-06-04,26922B600,HDRO,Defiance Next Gen H2 ETF,NYSE Arca,FINRA,2021-06-04
225066,2021-06-04,457919108,IHT,InnSuites Hospitality Trust,NYSE American,FINRA,2021-06-04
225068,2021-06-04,33740F565,ILDR,First Trust Innovation Leaders ETF,NYSE Arca,FINRA,2021-06-04
225070,2021-06-04,25460G716,LABD,Direxion Daily S&P Biotech Bear 3X Shares,NYSE Arca,FINRA,2021-06-04
225072,2021-06-04,53946R106,LDI,"loanDepot, Inc.",NYSE,FINRA,2021-06-04
225074,2021-06-04,52736R102,LEVI,Levi Strauss & Co. Class A Common Stock,NYSE,FINRA,2021-06-04
225076,2021-06-04,26924G755,MJUS,ETFMG U.S. Alternative Harvest ETF,NYSE Arca,FINRA,2021-06-04
225078,2021-06-04,33740F789,MMLG,First Trust Multi-Manager Large Growth ETF,NYSE Arca,FINRA,2021-06-04
225080,2021-06-04,30151E665,OPPX,Corbett Road Tactical Opportunity ETF,NYSE Arca,FINRA,2021-06-04
225082,2021-06-04,46137V696,PBS,Invesco Dynamic Media ETF,NYSE Arca,FINRA,2021-06-04
225084,2021-06-04,74767V109,QS,QuantumScape Corporation,NYSE,FINRA,2021-06-04
225086,2021-06-04,74933X203,RMED,"Ra Medical Systems, Inc",NYSE American,FINRA,2021-06-04
225088,2021-06-04,808524672,SCHY,Schwab International Dividend Equity ETF,NYSE Arca,FINRA,2021-06-04
225090,2021-06-04,25460G690,SOXS,Direxion Daily Semiconductor Bear 3X Shares,NYSE Arca,FINRA,2021-06-04
225092,2021-06-04,25459W540,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-06-04
225094,2021-06-04,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2021-06-04
225096,2021-06-04,74347G887,TTT,ProShares UltraPro Short 20+ Year Treasury,NYSE Arca,FINRA,2021-06-04
225098,2021-06-04,74347G689,TWM,ProShares UltraShort Russell2000,NYSE Arca,FINRA,2021-06-04
225100,2021-06-04,91823B109,UWMC,UWM Holdings Corporation,NYSE,FINRA,2021-06-04
225102,2021-06-04,93964W405,WPG,Washington Prime Group Inc.,NYSE,FINRA,2021-06-04
225104,2021-06-07,09088U109,BGI,Birks Group Inc,NYSE American,FINRA,2021-06-07
225106,2021-06-07,301505624,BITQ,Bitwise Crypto Industry Innovators ETF,NYSE Arca,FINRA,2021-06-07
225108,2021-06-07,97717W877,DEW,WisdomTree Global High Dividend Fund,NYSE Arca,FINRA,2021-06-07
225110,2021-06-07,25460G658,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,NYSE Arca,FINRA,2021-06-07
225112,2021-06-07,09290C103,DYNF,BlackRock U.S. Equity Factor Rotation ETF,NYSE Arca,FINRA,2021-06-07
